trait	eQTL_classification	n_dis	both	eQTL_count	distant_both
Y38H6C.5	Distant eQTL	1	single	2011	NA
Y38H6C.9a.1	Distant eQTL	1	both	2011	NA
Y39A1A.15g.2	Distant eQTL	1	single	2011	NA
Y39A1A.24.2	Distant eQTL	1	single	2011	NA
Y39A1A.9.1	Distant eQTL	1	single	2011	NA
Y39A1B.2a.1	Distant eQTL	3	single	131	NA
Y39A1C.3.1	Distant eQTL	1	single	2011	NA
Y39A3B.3.1	Distant eQTL	1	single	2011	NA
Y39B6A.14.2	Distant eQTL	1	single	2011	NA
Y39B6A.43c.1	Distant eQTL	1	both	2011	NA
Y39D8A.1a.1	Distant eQTL	1	single	2011	NA
Y39E4A.3a.2	Distant eQTL	1	single	2011	NA
Y39E4B.9d.1	Distant eQTL	1	single	2011	NA
Y39F10A.3.1	Distant eQTL	1	single	2011	NA
Y39G10AR.20.1	Distant eQTL	1	both	2011	NA
Y39G10AR.7a.2	Distant eQTL	1	single	2011	NA
Y39G8B.2.2	Distant eQTL	1	single	2011	NA
Y39H10A.3a.1	Distant eQTL	1	single	2011	NA
Y39H10A.6a.1	Distant eQTL	2	single	353	NA
Y39H10A.6b.1	Distant eQTL	1	single	2011	NA
Y40H4A.1a.2	Distant eQTL	1	single	2011	NA
Y40H7A.7	Distant eQTL	1	single	2011	NA
Y41D4A.6d.1	Distant eQTL	1	both	2011	NA
Y41D4B.10a.1	Distant eQTL	3	single	131	NA
Y41D4B.13a.2	Distant eQTL	1	single	2011	NA
Y41D4B.15.1	Distant eQTL	3	both	131	NA
Y41D4B.18	Distant eQTL	1	both	2011	NA
Y41E3.9b.1	Distant eQTL	1	single	2011	NA
Y42H9B.1.1	Distant eQTL	1	single	2011	NA
Y43C5A.5a.1	Distant eQTL	3	single	131	NA
Y43C5B.2.1	Distant eQTL	1	single	2011	NA
Y43D4A.5c.1	Distant eQTL	1	single	2011	NA
Y43E12A.1.1	Distant eQTL	1	single	2011	NA
Y43E12A.1.2	Distant eQTL	4	single	42	NA
Y43F8B.2b.2	Distant eQTL	1	single	2011	NA
Y43F8C.3.1	Distant eQTL	1	single	2011	NA
Y44E3B.2.1	Distant eQTL	1	single	2011	NA
Y45F10B.2	Distant eQTL	1	single	2011	NA
Y45F10B.8.1	Distant eQTL	1	single	2011	NA
Y45F10C.4.1	Distant eQTL	1	both	2011	NA
Y45F10D.13d.1	Distant eQTL	2	single	353	NA
Y45F10D.14.1	Distant eQTL	1	single	2011	NA
Y45F3A.2.2	Distant eQTL	1	single	2011	NA
Y45G5AM.1a.1	Distant eQTL	1	single	2011	NA
Y45G5AM.1a.2	Distant eQTL	1	single	2011	NA
Y46C8AL.12	Distant eQTL	1	single	2011	NA
Y46C8AL.2.1	Distant eQTL	2	single	353	NA
Y46C8AL.4.1	Distant eQTL	1	single	2011	NA
Y46C8AL.8.1	Distant eQTL	1	single	2011	NA
Y46C8AL.9.1	Distant eQTL	1	both	2011	NA
Y46E12BL.3.1	Distant eQTL	1	both	2011	NA
Y46E12BL.4g.1	Distant eQTL	1	single	2011	NA
Y46G5A.14.2	Distant eQTL	2	both	353	NA
Y46G5A.1d.1	Distant eQTL	2	single	353	NA
Y46G5A.21.1	Distant eQTL	3	single	131	NA
Y46G5A.34.2	Distant eQTL	1	both	2011	NA
Y46G5A.43	Distant eQTL	1	both	2011	NA
Y46G5A.6	Distant eQTL	1	both	2011	NA
Y46H3A.2.1	Distant eQTL	3	single	131	NA
Y46H3A.3a.1	Distant eQTL	1	single	2011	NA
Y46H3C.5.2	Distant eQTL	1	both	2011	NA
Y46H3C.6	Distant eQTL	3	both	131	NA
Y47D3B.1.1	Distant eQTL	2	single	353	NA
Y47D3B.10.1	Distant eQTL	1	single	2011	NA
Y47D3B.3.1	Distant eQTL	3	single	131	NA
Y47D3B.5b.1	Distant eQTL	2	single	353	NA
Y47D3B.6.1	Distant eQTL	1	single	2011	NA
Y47D7A.14a.1	Distant eQTL	1	both	2011	NA
Y47D7A.2.1	Distant eQTL	3	single	131	NA
Y47D7A.5.1	Distant eQTL	1	single	2011	NA
Y47D7A.8.1	Distant eQTL	1	both	2011	NA
Y47D9A.3.1	Distant eQTL	1	single	2011	NA
Y47G6A.10.1	Distant eQTL	2	single	353	NA
Y47G6A.19c.1	Distant eQTL	1	single	2011	NA
Y47G6A.31.1	Distant eQTL	1	single	2011	NA
Y47G6A.32.1	Distant eQTL	2	single	353	NA
Y47G7B.2.1	Distant eQTL	1	both	2011	NA
Y47H10A.2.1	Distant eQTL	1	both	2011	NA
Y47H10A.6	Distant eQTL	1	single	2011	NA
Y47H9C.7.1	Distant eQTL	1	single	2011	NA
Y48A6B.6b.1	Distant eQTL	1	single	2011	NA
Y48A6B.6b.2	Distant eQTL	2	single	353	NA
Y48A6B.9b.1	Distant eQTL	1	single	2011	NA
Y48A6C.2	Distant eQTL	2	single	353	NA
Y48A6C.3.1	Distant eQTL	2	single	353	NA
Y48B6A.14.2	Distant eQTL	1	single	2011	NA
Y48B6A.4.1	Distant eQTL	1	single	2011	NA
Y48B6A.6c.1	Distant eQTL	1	both	2011	NA
Y48E1C.2.2	Distant eQTL	1	both	2011	NA
Y48G1BM.6	Distant eQTL	1	single	2011	NA
Y48G1C.1.1	Distant eQTL	2	single	353	NA
Y48G1C.12.1	Distant eQTL	4	both	42	NA
Y48G1C.4a.1	Distant eQTL	1	both	2011	NA
Y48G1C.9.2	Distant eQTL	1	single	2011	NA
Y48G8AL.11a.1	Distant eQTL	5	both	14	NA
Y48G8AL.11a.2	Distant eQTL	4	both	42	NA
Y48G8AL.15.2	Distant eQTL	1	single	2011	NA
Y48G8AL.1a.1	Distant eQTL	1	single	2011	NA
Y48G8AR.1a.2	Distant eQTL	2	single	353	NA
Y48G8AR.2.1	Distant eQTL	2	single	353	NA
Y48G9A.9b.1	Distant eQTL	2	single	353	NA
Y49E10.15.2	Distant eQTL	1	both	2011	NA
Y49E10.7	Distant eQTL	1	single	2011	NA
Y49E10.8	Distant eQTL	1	both	2011	NA
Y49F6A.5.1	Distant eQTL	1	single	2011	NA
Y49F6B.10.1	Distant eQTL	1	single	2011	NA
Y49F6C.1	Distant eQTL	1	both	2011	NA
Y49F6C.5.1	Distant eQTL	1	both	2011	NA
Y49G5A.1.1	Distant eQTL	1	single	2011	NA
Y4C6A.1	Distant eQTL	1	single	2011	NA
Y4C6B.2b.1	Distant eQTL	1	both	2011	NA
Y50D4B.10	Distant eQTL	1	single	2011	NA
Y50D4B.7	Distant eQTL	1	single	2011	NA
Y50E8A.6.1	Distant eQTL	1	single	2011	NA
Y50E8A.8	Distant eQTL	1	single	2011	NA
Y51A2D.14.2	Distant eQTL	1	single	2011	NA
Y51A2D.7b.2	Distant eQTL	1	single	2011	NA
Y51A2D.8.1	Distant eQTL	1	single	2011	NA
Y51H1A.3a.1	Distant eQTL	4	both	42	NA
Y51H1A.3a.2	Distant eQTL	3	both	131	NA
Y51H1A.3b.1	Distant eQTL	5	both	14	NA
Y51H7BM.1.1	Distant eQTL	2	both	353	NA
Y51H7C.11.2	Distant eQTL	1	both	2011	NA
Y52B11A.10.2	Distant eQTL	1	single	2011	NA
Y52B11A.11.1	Distant eQTL	1	both	2011	NA
Y52D3.1a.2	Distant eQTL	1	single	2011	NA
Y52D5A.2.1	Distant eQTL	1	single	2011	NA
Y52E8A.2.1	Distant eQTL	1	single	2011	NA
Y53C10A.12.1	Distant eQTL	1	single	2011	NA
Y53C10A.24.1	Distant eQTL	1	single	2011	NA
Y53C10A.5.1	Distant eQTL	1	single	2011	NA
Y53C12A.4.2	Distant eQTL	1	single	2011	NA
Y53C12B.1.1	Distant eQTL	2	single	353	NA
Y53F4B.11a.1	Distant eQTL	2	single	353	NA
Y53F4B.17.1	Distant eQTL	1	both	2011	NA
Y53F4B.20.1	Distant eQTL	2	both	353	NA
Y53F4B.22a.2	Distant eQTL	1	both	2011	NA
Y53F4B.25a.2	Distant eQTL	1	single	2011	NA
Y53F4B.27a.1	Distant eQTL	1	single	2011	NA
Y53F4B.29.1	Distant eQTL	1	both	2011	NA
Y53G8AR.2b.2	Distant eQTL	1	single	2011	NA
Y53G8AR.3a.2	Distant eQTL	1	single	2011	NA
Y53H1C.2a.1	Distant eQTL	1	single	2011	NA
Y54B9A.1.1	Distant eQTL	1	single	2011	NA
Y54E10BL.2.1	Distant eQTL	1	single	2011	NA
Y54E10BR.5.2	Distant eQTL	1	single	2011	NA
Y54E2A.1.1	Distant eQTL	2	single	353	NA
Y54E5A.2.1	Distant eQTL	1	single	2011	NA
Y54E5B.1a.2	Distant eQTL	1	single	2011	NA
Y54E5B.2.1	Distant eQTL	1	both	2011	NA
Y54F10AM.2a.1	Distant eQTL	3	single	131	NA
Y54F10BM.3.1	Distant eQTL	1	single	2011	NA
Y54F10BM.9.1	Distant eQTL	1	single	2011	NA
Y54G11A.11.1	Distant eQTL	1	single	2011	NA
Y54G11A.14a.1	Distant eQTL	1	single	2011	NA
Y54G11A.3.1	Distant eQTL	1	both	2011	NA
Y54G11A.6.1	Distant eQTL	4	both	42	NA
Y54G11A.6.2	Distant eQTL	5	both	14	NA
Y54G11A.9.2	Distant eQTL	2	single	353	NA
Y54G11B.1.1	Distant eQTL	1	both	2011	NA
Y54G11B.1.2	Distant eQTL	3	both	131	NA
Y54G2A.25a.1	Distant eQTL	1	single	2011	NA
Y54G2A.26a.1	Distant eQTL	1	single	2011	NA
Y54G2A.4.1	Distant eQTL	1	single	2011	NA
Y54G2A.41.2	Distant eQTL	1	single	2011	NA
Y54G2A.73b.1	Distant eQTL	2	single	353	NA
Y54G2A.76.1	Distant eQTL	1	single	2011	NA
Y55B1BR.3.1	Distant eQTL	1	single	2011	NA
Y55B1BR.3.2	Distant eQTL	1	single	2011	NA
Y55D9A.1c.1	Distant eQTL	4	single	42	NA
Y55F3AM.12.2	Distant eQTL	1	single	2011	NA
Y55F3AM.14.2	Distant eQTL	2	single	353	NA
Y55F3AM.2.1	Distant eQTL	1	both	2011	NA
Y55F3AM.3a.1	Distant eQTL	3	both	131	NA
Y55F3AM.7b.1	Distant eQTL	1	both	2011	NA
Y55F3AR.3a.2	Distant eQTL	1	single	2011	NA
Y55F3BR.10.1	Distant eQTL	2	both	353	NA
Y55F3C.17.1	Distant eQTL	1	single	2011	NA
Y55H10A.1.1	Distant eQTL	1	single	2011	NA
Y56A3A.14.1	Distant eQTL	2	single	353	NA
Y56A3A.29b.1	Distant eQTL	1	single	2011	NA
Y56A3A.30.2	Distant eQTL	1	both	2011	NA
Y56A3A.36.2	Distant eQTL	1	single	2011	NA
Y56A3A.5.1	Distant eQTL	1	single	2011	NA
Y56A3A.6.1	Distant eQTL	1	single	2011	NA
Y56A3A.7a.1	Distant eQTL	4	single	42	NA
Y57A10A.2.2	Distant eQTL	1	single	2011	NA
Y57A10A.28.1	Distant eQTL	1	single	2011	NA
Y57A10A.5.1	Distant eQTL	1	both	2011	NA
Y57A10A.8.2	Distant eQTL	1	single	2011	NA
Y57A10B.6.1	Distant eQTL	1	single	2011	NA
Y57E12AL.3	Distant eQTL	1	single	2011	NA
Y57G11C.18	Distant eQTL	1	single	2011	NA
Y57G11C.20.1	Distant eQTL	1	single	2011	NA
Y57G11C.33a.2	Distant eQTL	1	single	2011	NA
Y57G11C.36.1	Distant eQTL	1	both	2011	NA
Y57G11C.3a.1	Distant eQTL	1	single	2011	NA
Y57G11C.46.1	Distant eQTL	3	single	131	NA
Y57G7A.10.2	Distant eQTL	2	single	353	NA
Y57G7A.8	Distant eQTL	1	single	2011	NA
Y58A7A.3.2	Distant eQTL	1	single	2011	NA
Y58A7A.4.1	Distant eQTL	1	both	2011	NA
Y59A8A.3.1	Distant eQTL	1	single	2011	NA
Y59A8B.11a.1	Distant eQTL	1	both	2011	NA
Y59A8B.11a.2	Distant eQTL	1	single	2011	NA
Y59A8B.11c.1	Distant eQTL	1	single	2011	NA
Y59A8B.22b.1	Distant eQTL	1	single	2011	NA
Y59A8B.7.2	Distant eQTL	1	single	2011	NA
Y59E9AL.2.1	Distant eQTL	1	single	2011	NA
Y59E9AL.5	Distant eQTL	1	single	2011	NA
Y59E9AL.8.1	Distant eQTL	1	single	2011	NA
Y59H11AM.1.1	Distant eQTL	1	single	2011	NA
Y59H11AM.3.1	Distant eQTL	1	single	2011	NA
Y59H11AR.4.1	Distant eQTL	1	both	2011	NA
Y59H11AR.6	Distant eQTL	1	single	2011	NA
Y60A3A.11	Distant eQTL	1	both	2011	NA
Y60A3A.8.1	Distant eQTL	1	both	2011	NA
Y61A9LA.10.1	Distant eQTL	3	single	131	NA
Y61A9LA.3f.1	Distant eQTL	1	single	2011	NA
Y61A9LA.7a.1	Distant eQTL	1	single	2011	NA
Y61B8A.4.1	Distant eQTL	1	both	2011	NA
Y62E10A.11.1	Distant eQTL	2	both	353	NA
Y62E10A.11.2	Distant eQTL	1	single	2011	NA
Y62E10A.13g.1	Distant eQTL	1	single	2011	NA
Y62E10A.13h.1	Distant eQTL	1	single	2011	NA
Y62E10A.20.1	Distant eQTL	1	single	2011	NA
Y62E10A.6.1	Distant eQTL	1	both	2011	NA
Y62H9A.3.1	Distant eQTL	1	single	2011	NA
Y62H9A.5.2	Distant eQTL	1	single	2011	NA
Y63D3A.2.1	Distant eQTL	1	single	2011	NA
Y63D3A.6a.1	Distant eQTL	1	both	2011	NA
Y65A5A.1b.1	Distant eQTL	1	single	2011	NA
Y65B4BL.1.2	Distant eQTL	1	single	2011	NA
Y65B4BM.3.1	Distant eQTL	2	single	353	NA
Y65B4BR.2a.1	Distant eQTL	1	single	2011	NA
Y66D12A.16c.1	Distant eQTL	2	both	353	NA
Y66D12A.16d.1	Distant eQTL	1	both	2011	NA
Y66D12A.5.1	Distant eQTL	1	single	2011	NA
Y66H1B.2i.1	Distant eQTL	1	single	2011	NA
Y67A10A.4.1	Distant eQTL	1	single	2011	NA
Y67D8C.10b.1	Distant eQTL	1	single	2011	NA
Y67D8C.9a.2	Distant eQTL	1	single	2011	NA
Y67H2A.10b.1	Distant eQTL	1	single	2011	NA
Y68A4A.13.1	Distant eQTL	1	single	2011	NA
Y68A4B.1.1	Distant eQTL	2	single	353	NA
Y69A2AR.30b.1	Distant eQTL	1	single	2011	NA
Y69E1A.1.1	Distant eQTL	1	single	2011	NA
Y69E1A.2.1	Distant eQTL	1	single	2011	NA
Y69E1A.2.2	Distant eQTL	1	single	2011	NA
Y69E1A.4.1	Distant eQTL	1	single	2011	NA
Y69H2.11.1	Distant eQTL	1	single	2011	NA
Y69H2.3a.1	Distant eQTL	2	both	353	NA
Y69H2.3b.1	Distant eQTL	2	single	353	NA
Y69H2.3c.2	Distant eQTL	1	single	2011	NA
Y69H2.3d.1	Distant eQTL	2	both	353	NA
Y69H2.3e.1	Distant eQTL	2	both	353	NA
Y69H2.3g.1	Distant eQTL	4	both	42	NA
Y69H2.3i.1	Distant eQTL	1	both	2011	NA
Y69H2.7a.1	Distant eQTL	1	single	2011	NA
Y6B3B.7.2	Distant eQTL	1	single	2011	NA
Y6D1A.2.1	Distant eQTL	1	single	2011	NA
Y6E2A.4.2	Distant eQTL	4	single	42	NA
Y6E2A.5.1	Distant eQTL	1	single	2011	NA
Y70C5C.5	Distant eQTL	1	single	2011	NA
Y71A12B.11.1	Distant eQTL	1	single	2011	NA
Y71A12B.12a.1	Distant eQTL	1	single	2011	NA
Y71A12B.13a	Distant eQTL	1	both	2011	NA
Y71D11A.1a.1	Distant eQTL	1	single	2011	NA
Y71D11A.1b.1	Distant eQTL	4	single	42	NA
Y71F9AL.10b.1	Distant eQTL	2	both	353	NA
Y71F9B.10c.1	Distant eQTL	1	single	2011	NA
Y71G12A.3a.1	Distant eQTL	2	single	353	NA
Y71G12B.11c.1	Distant eQTL	3	single	131	NA
Y71G12B.12a.2	Distant eQTL	1	single	2011	NA
Y71G12B.18b.1	Distant eQTL	1	single	2011	NA
Y71G12B.31a.1	Distant eQTL	1	single	2011	NA
Y71G12B.35.1	Distant eQTL	1	both	2011	NA
Y71G12B.9a.1	Distant eQTL	1	both	2011	NA
Y71H2AM.15a.1	Distant eQTL	1	single	2011	NA
Y71H2AM.15b.1	Distant eQTL	2	single	353	NA
Y71H2AM.16.1	Distant eQTL	1	single	2011	NA
Y71H2B.2.2	Distant eQTL	2	both	353	NA
Y71H2B.5.2	Distant eQTL	1	single	2011	NA
Y73B3A.13	Distant eQTL	2	single	353	NA
Y73B3A.18	Distant eQTL	1	single	2011	NA
Y73B3A.20.2	Distant eQTL	1	single	2011	NA
Y73B3A.32	Distant eQTL	1	single	2011	NA
Y73B3B.2.1	Distant eQTL	1	single	2011	NA
Y73B6A.6	Distant eQTL	1	single	2011	NA
Y73B6BL.12.1	Distant eQTL	1	single	2011	NA
Y73B6BL.14.1	Distant eQTL	1	single	2011	NA
Y73B6BL.28	Distant eQTL	2	single	353	NA
Y73B6BL.31b.1	Distant eQTL	1	single	2011	NA
Y73B6BL.34.1	Distant eQTL	2	single	353	NA
Y73B6BL.43.1	Distant eQTL	1	single	2011	NA
Y73B6BL.44.1	Distant eQTL	1	single	2011	NA
Y73C8B.1.1	Distant eQTL	1	both	2011	NA
Y73C8C.10.1	Distant eQTL	2	single	353	NA
Y73C8C.8.1	Distant eQTL	2	single	353	NA
Y73E7A.1a.2	Distant eQTL	1	both	2011	NA
Y73E7A.8.1	Distant eQTL	1	single	2011	NA
Y73F8A.25c.1	Distant eQTL	1	single	2011	NA
Y73F8A.26a.1	Distant eQTL	1	single	2011	NA
Y73F8A.31	Distant eQTL	3	both	131	NA
Y73F8A.33	Distant eQTL	1	single	2011	NA
Y74C10AR.3a.2	Distant eQTL	1	both	2011	NA
Y74C9A.2a.2	Distant eQTL	2	both	353	NA
Y74C9A.5.1	Distant eQTL	3	single	131	NA
Y74C9A.9	Distant eQTL	1	single	2011	NA
Y74E4A.1a.1	Distant eQTL	1	single	2011	NA
Y75B12A.1	Distant eQTL	1	both	2011	NA
Y75B7AR.1.1	Distant eQTL	1	single	2011	NA
Y75B8A.17.1	Distant eQTL	1	single	2011	NA
Y75B8A.21.1	Distant eQTL	1	both	2011	NA
Y75B8A.26.1	Distant eQTL	1	single	2011	NA
Y75B8A.35c.1	Distant eQTL	2	single	353	NA
Y76A2B.2.1	Distant eQTL	2	single	353	NA
Y76A2B.4.1	Distant eQTL	1	single	2011	NA
Y76B12C.9.2	Distant eQTL	1	single	2011	NA
Y77E11A.12b.1	Distant eQTL	1	single	2011	NA
Y80D3A.3.1	Distant eQTL	1	single	2011	NA
Y80D3A.5.2	Distant eQTL	1	single	2011	NA
Y80D3A.9.2	Distant eQTL	1	single	2011	NA
Y80D4G.1	Distant eQTL	1	single	2011	NA
Y87G2A.16.1	Distant eQTL	1	single	2011	NA
Y87G2A.5.1	Distant eQTL	1	single	2011	NA
Y87G2A.8a.2	Distant eQTL	1	single	2011	NA
Y92C3B.1.1	Distant eQTL	3	both	131	NA
Y94H6A.2.1	Distant eQTL	1	single	2011	NA
Y94H6A.4.1	Distant eQTL	1	single	2011	NA
Y95B8A.12f.1	Distant eQTL	1	single	2011	NA
Y95B8A.1a.1	Distant eQTL	2	single	353	NA
Y95B8A.1b.1	Distant eQTL	1	single	2011	NA
Y95B8A.8.1	Distant eQTL	1	both	2011	NA
Y95D11A.2	Distant eQTL	1	single	2011	NA
Y95D11A.5.1	Distant eQTL	2	single	353	NA
Y97E10AR.3.2	Distant eQTL	1	single	2011	NA
ZC101.2a.1	Distant eQTL	1	single	2011	NA
ZC123.1.2	Distant eQTL	3	single	131	NA
ZC15.3.1	Distant eQTL	1	single	2011	NA
ZC155.4.1	Distant eQTL	1	single	2011	NA
ZC155.7.2	Distant eQTL	1	single	2011	NA
ZC204.16	Distant eQTL	1	both	2011	NA
ZC21.2b.1	Distant eQTL	1	single	2011	NA
ZC247.2.1	Distant eQTL	1	single	2011	NA
ZC250.1a.1	Distant eQTL	1	single	2011	NA
ZC317.3.1	Distant eQTL	1	single	2011	NA
ZC317.6.1	Distant eQTL	1	single	2011	NA
ZC373.6.2	Distant eQTL	3	single	131	NA
ZC373.7.1	Distant eQTL	1	single	2011	NA
ZC376.1.1	Distant eQTL	2	single	353	NA
ZC395.5.1	Distant eQTL	1	single	2011	NA
ZC395.8.1	Distant eQTL	1	single	2011	NA
ZC404.16.2	Distant eQTL	1	single	2011	NA
ZC404.3a.2	Distant eQTL	1	single	2011	NA
ZC412.10.1	Distant eQTL	1	single	2011	NA
ZC412.10.2	Distant eQTL	1	single	2011	NA
ZC412.1a.1	Distant eQTL	1	single	2011	NA
ZC412.3b.1	Distant eQTL	1	single	2011	NA
ZC416.1.1	Distant eQTL	1	single	2011	NA
ZC443.5.1	Distant eQTL	1	single	2011	NA
ZC449.1.1	Distant eQTL	2	single	353	NA
ZC455.10.1	Distant eQTL	1	single	2011	NA
ZC455.4.1	Distant eQTL	1	single	2011	NA
ZC455.6a.1	Distant eQTL	2	single	353	NA
ZC47.3.2	Distant eQTL	3	both	131	NA
ZC47.6.1	Distant eQTL	1	single	2011	NA
ZC477.1.1	Distant eQTL	1	single	2011	NA
ZC477.3c.1	Distant eQTL	1	single	2011	NA
ZC477.9d.1	Distant eQTL	1	single	2011	NA
ZC513.4.1	Distant eQTL	2	single	353	NA
ZC518.1c.1	Distant eQTL	1	single	2011	NA
ZC518.1e.1	Distant eQTL	1	single	2011	NA
ZC518.3c.1	Distant eQTL	1	single	2011	NA
ZC53.1.2	Distant eQTL	1	single	2011	NA
ZC53.6.1	Distant eQTL	1	single	2011	NA
ZC84.1.1	Distant eQTL	2	single	353	NA
ZK1010.4a.1	Distant eQTL	1	single	2011	NA
ZK1010.7.1	Distant eQTL	1	single	2011	NA
ZK1025.10.1	Distant eQTL	1	both	2011	NA
ZK1055.4.2	Distant eQTL	4	both	42	NA
ZK1058.2.2	Distant eQTL	1	single	2011	NA
ZK1058.6.2	Distant eQTL	1	single	2011	NA
ZK1067.4.1	Distant eQTL	1	single	2011	NA
ZK1067.7.2	Distant eQTL	1	single	2011	NA
ZK1098.10k.1	Distant eQTL	1	single	2011	NA
ZK1098.4.1	Distant eQTL	2	single	353	NA
ZK112.2d.1	Distant eQTL	3	single	131	NA
ZK1127.1.2	Distant eQTL	3	both	131	NA
ZK1127.5.2	Distant eQTL	1	single	2011	NA
ZK1127.7.1	Distant eQTL	1	single	2011	NA
ZK1193.5d.2	Distant eQTL	1	single	2011	NA
ZK121.1a.1	Distant eQTL	1	single	2011	NA
ZK1236.1.1	Distant eQTL	1	single	2011	NA
ZK1236.3a.1	Distant eQTL	1	single	2011	NA
ZK1248.6.1	Distant eQTL	1	single	2011	NA
ZK1290.12.1	Distant eQTL	1	single	2011	NA
ZK1290.2a.1	Distant eQTL	2	single	353	NA
ZK1290.4b.1	Distant eQTL	1	single	2011	NA
ZK1290.7.1	Distant eQTL	1	single	2011	NA
ZK1290.8.1	Distant eQTL	1	single	2011	NA
ZK1307.4.1	Distant eQTL	1	single	2011	NA
ZK1307.8.1	Distant eQTL	1	single	2011	NA
ZK154.7.2	Distant eQTL	1	single	2011	NA
ZK177.1.1	Distant eQTL	1	single	2011	NA
ZK177.4.1	Distant eQTL	1	single	2011	NA
ZK177.8b.1	Distant eQTL	1	single	2011	NA
ZK177.8b.2	Distant eQTL	1	single	2011	NA
ZK180.4.2	Distant eQTL	1	single	2011	NA
ZK180.5a.1	Distant eQTL	1	single	2011	NA
ZK180.5b.1	Distant eQTL	1	single	2011	NA
ZK180.5b.2	Distant eQTL	1	single	2011	NA
ZK180.5c.1	Distant eQTL	4	single	42	NA
ZK180.5c.2	Distant eQTL	1	single	2011	NA
ZK180.6a.1	Distant eQTL	1	single	2011	NA
ZK180.6b.1	Distant eQTL	2	single	353	NA
ZK20.3.2	Distant eQTL	1	single	2011	NA
ZK218.5.1	Distant eQTL	2	single	353	NA
ZK218.7.1	Distant eQTL	2	single	353	NA
ZK228.1.1	Distant eQTL	2	both	353	NA
ZK262.19.1	Distant eQTL	1	single	2011	NA
ZK262.2.1	Distant eQTL	1	single	2011	NA
ZK262.3.1	Distant eQTL	1	single	2011	NA
ZK265.1a.1	Distant eQTL	1	single	2011	NA
ZK287.4a.1	Distant eQTL	1	single	2011	NA
ZK354.1.1	Distant eQTL	1	single	2011	NA
ZK354.9.1	Distant eQTL	1	both	2011	NA
ZK355.2a.2	Distant eQTL	2	both	353	NA
ZK370.8.2	Distant eQTL	2	single	353	NA
ZK377.2a.2	Distant eQTL	1	single	2011	NA
ZK381.4a.2	Distant eQTL	1	single	2011	NA
ZK402.1.1	Distant eQTL	1	both	2011	NA
ZK402.5.1	Distant eQTL	3	both	131	NA
ZK470.6.1	Distant eQTL	1	single	2011	NA
ZK488.6.1	Distant eQTL	2	single	353	NA
ZK512.5a.1	Distant eQTL	1	single	2011	NA
ZK512.6b.1	Distant eQTL	1	single	2011	NA
ZK520.3b.1	Distant eQTL	1	single	2011	NA
ZK546.3	Distant eQTL	1	single	2011	NA
ZK546.7	Distant eQTL	1	single	2011	NA
ZK563.1.1	Distant eQTL	1	single	2011	NA
ZK563.7.1	Distant eQTL	1	single	2011	NA
ZK593.1b.1	Distant eQTL	1	single	2011	NA
ZK593.4b.1	Distant eQTL	1	single	2011	NA
ZK593.5b.1	Distant eQTL	1	single	2011	NA
ZK6.10a.1	Distant eQTL	1	both	2011	NA
ZK6.10a.2	Distant eQTL	1	both	2011	NA
ZK6.10b.1	Distant eQTL	1	both	2011	NA
ZK6.3.1	Distant eQTL	1	single	2011	NA
ZK617.1e.1	Distant eQTL	3	single	131	NA
ZK632.4.2	Distant eQTL	1	single	2011	NA
ZK637.12.2	Distant eQTL	1	single	2011	NA
ZK637.14.1	Distant eQTL	1	single	2011	NA
ZK637.18	Distant eQTL	2	single	353	NA
ZK637.5.1	Distant eQTL	1	single	2011	NA
ZK637.6	Distant eQTL	3	single	131	NA
ZK637.9.1	Distant eQTL	1	single	2011	NA
ZK662.2.1	Distant eQTL	1	single	2011	NA
ZK662.5.1	Distant eQTL	2	single	353	NA
ZK662.6.1	Distant eQTL	1	single	2011	NA
ZK666.15.2	Distant eQTL	1	single	2011	NA
ZK666.6.1	Distant eQTL	2	single	353	NA
ZK669.4.1	Distant eQTL	3	single	131	NA
ZK669.4.2	Distant eQTL	1	single	2011	NA
ZK675.1a.1	Distant eQTL	1	single	2011	NA
ZK678.3	Distant eQTL	1	single	2011	NA
ZK678.8.1	Distant eQTL	1	single	2011	NA
ZK682.2.1	Distant eQTL	2	single	353	NA
ZK783.1d.1	Distant eQTL	3	single	131	NA
ZK783.1g.1	Distant eQTL	1	single	2011	NA
ZK783.1j.1	Distant eQTL	1	single	2011	NA
ZK783.1k.1	Distant eQTL	1	single	2011	NA
ZK792.5.2	Distant eQTL	2	single	353	NA
ZK795.6	Distant eQTL	1	single	2011	NA
ZK809.8a.1	Distant eQTL	1	single	2011	NA
ZK813.2.1	Distant eQTL	1	single	2011	NA
ZK84.4.1	Distant eQTL	1	single	2011	NA
ZK849.4.1	Distant eQTL	1	single	2011	NA
ZK856.1.1	Distant eQTL	1	single	2011	NA
ZK858.6a.1	Distant eQTL	1	single	2011	NA
ZK867.1b.2	Distant eQTL	1	single	2011	NA
ZK892.1b.1	Distant eQTL	1	single	2011	NA
ZK892.1d.1	Distant eQTL	1	single	2011	NA
ZK892.6.1	Distant eQTL	1	single	2011	NA
ZK892.7.1	Distant eQTL	1	single	2011	NA
ZK897.1b.1	Distant eQTL	1	single	2011	NA
ZK899.6.1	Distant eQTL	1	both	2011	NA
ZK899.7.1	Distant eQTL	3	single	131	NA
ZK899.8h.1	Distant eQTL	2	single	353	NA
ZK909.4.1	Distant eQTL	1	single	2011	NA
